Word_count.txt:
359 428 535 1617 2848
rugbi 0 0 0 0 5
modestli 0 0 0 0 3
carr 0 0 0 0 1
cockburn 0 0 0 0 1
parmelia 0 0 0 0 1
242p 0 0 0 0 2
stephan 0 0 0 0 1
fbo 0 0 0 0 1
braniff 0 0 0 0 1
bair 0 0 0 0 1
rth 0 0 0 0 2
dist 0 0 0 0 2
longview 0 0 0 0 1
lfbr 0 0 0 0 1
278 0 0 0 0 2
vintner 0 0 0 0 1
novebm 0 0 0 0 1
fox 0 0 0 0 4
raym 0 0 0 0 1
oreffic 0 0 0 0 4
741 0 0 0 0 2
insua 0 0 0 0 3
dunkin 0 0 0 0 1
donut 0 0 0 0 3
dunk 0 0 0 0 1
mmct 0 0 0 0 3
stcok 0 0 0 0 1
cclr 0 0 0 0 1
dwpa 0 0 0 0 1
ipc 0 0 0 0 1
wmt 0 0 0 0 2
basix 0 0 0 0 1
cathay 0 0 0 0 33
swire 0 0 0 0 24
788 0 0 0 0 2
521 0 0 0 0 2
604 0 0 0 0 2
tokheim 0 0 0 0 5
tok 0 0 0 0 2
boy 0 0 0 0 2
manni 0 0 0 0 2
moe 0 0 0 0 3
pbi 0 0 0 0 3
mir 0 0 0 0 1
oxm 0 0 0 0 1
deconsolid 0 0 0 0 1
aneco 0 0 0 0 1
anecf 0 0 0 0 1
brenco 0 0 0 0 1
bren 0 0 0 0 1
ault 0 0 0 0 2
clausen 0 0 0 0 5
preemin 0 0 0 0 1
skii 0 0 0 0 2
lionel 0 0 0 0 1
lio 0 0 0 0 1
251 0 0 0 0 3
reogran 0 0 0 0 1
843 0 0 0 0 1
russ 0 0 0 0 2
tog 0 0 0 0 2
hoist 0 0 0 0 1
aho 0 0 0 0 1
deb 0 0 0 0 6
adjustm 0 0 0 0 1
gtam 0 0 0 0 1
ambank 0 0 0 0 1
todd 0 0 0 0 7
shipyard 0 0 0 0 5
gti 0 0 0 0 4
comi 0 0 0 0 2
sfgd 0 0 0 0 1
ich 0 0 0 0 4
csm 0 0 0 0 2
marcom 0 0 0 0 2
mrcm 0 0 0 0 1
reg 0 0 0 0 5
poclain 0 0 0 0 5
791 0 0 0 0 2
cmi 0 0 0 0 1
weston 0 0 0 0 4
wstna 0 0 0 0 1
effecit 0 0 0 0 1
firstg 0 0 0 0 1
aidc 0 0 0 0 1
dur 0 0 0 0 1
mtcc 0 0 0 0 2
annum 0 0 0 0 1
indemnif 0 0 0 0 1
healthsouth 0 0 0 0 1
rehabilit 0 0 0 0 1
hsrc 0 0 0 0 1
josef 0 0 0 0 1
strenger 0 0 0 0 6
vci 0 0 0 0 1
bayer 0 0 0 0 17
rhine 0 0 0 0 3
sua 0 0 0 0 1
nroc 0 0 0 0 1
metromail 0 0 0 0 6
mtma 0 0 0 0 1
keltic 0 0 0 0 1
erickson 0 0 0 0 2
tlexf 0 0 0 0 1
eastcan 0 0 0 0 1
ac 0 0 0 0 2
acs 0 0 0 0 1
photograph 0 0 0 0 2
scienci 0 0 0 0 1
pscx 0 0 0 0 2
fss 0 0 0 0 1
datc 0 0 0 0 1
addressograph 0 0 0 0 1
farrington 0 0 0 0 1
sprint 0 0 0 0 16
ut 0 0 0 0 2
impuls 0 0 0 0 1
microscop 0 0 0 0 1
mci 0 0 0 0 8
mcic 0 0 0 0 3
squabbl 0 0 0 0 1
amaz 0 0 0 0 1
bink 0 0 0 0 1
gcn 0 0 0 0 4
superstar 0 0 0 0 1
chh 0 0 0 0 2
cadburi 0 0 0 0 3
schwepp 0 0 0 0 3
trilon 0 0 0 0 2
bkla 0 0 0 0 1
weritedown 0 0 0 0 1
joul 0 0 0 0 3
semi 0 0 0 0 3
tai 0 0 0 0 1
claud 0 0 0 0 1
castonguay 0 0 0 0 2
victoir 0 0 0 0 1
servi 0 0 0 0 1
nonperformind 0 0 0 0 1
disquiet 0 0 0 0 1
beckett 0 0 0 0 2
iomega 0 0 0 0 8
iomg 0 0 0 0 2
recor 0 0 0 0 2
insulin 0 0 0 0 1
ferrosan 0 0 0 0 1
cn 0 0 0 0 2
357 0 0 0 0 1
jude 0 0 0 0 5
stjm 0 0 0 0 1
babcock 0 0 0 0 11
paychex 0 0 0 0 1
payx 0 0 0 0 1
wtel 0 0 0 0 1
kemper 0 0 0 0 1
kemc 0 0 0 0 1
magma 0 0 0 0 9
mgcpv 0 0 0 0 1
netw 0 0 0 0 1
numac 0 0 0 0 4
westerbek 0 0 0 0 1
wtkb 0 0 0 0 1
farah 0 0 0 0 7
fra 0 0 0 0 1
tact 0 0 0 0 1
favroabl 0 0 0 0 1
ferrotherm 0 0 0 0 1
uvc 0 0 0 0 1
weyerhaeus 0 0 0 0 8
wy 0 0 0 0 1
hmoa 0 0 0 0 1
flti 0 0 0 0 1
electrosound 0 0 0 0 1
esg 0 0 0 0 1
cncl 0 0 0 0 1
rpica 0 0 0 0 1
effvect 0 0 0 0 1
laenderbank 0 0 0 0 5
oesterreichisch 0 0 0 0 2
realtiv 0 0 0 0 1
shrinkag 0 0 0 0 2
gic 0 0 0 0 1
loyn 0 0 0 0 3
expecetd 0 0 0 0 1
loh 0 0 0 0 6
hoon 0 0 0 0 1
oub 0 0 0 0 1
db 0 0 0 0 1
flick 0 0 0 0 4
867 0 0 0 0 1
fiat 0 0 0 0 1
guayana 0 0 0 0 2
cvg 0 0 0 0 4
leopoldo 0 0 0 0 1
sucr 0 0 0 0 2
figarella 0 0 0 0 2
orinoco 0 0 0 0 1
sidor 0 0 0 0 2
interalumina 0 0 0 0 1
alumina 0 0 0 0 1
116 0 0 0 0 1
alcasa 0 0 0 0 1
venalum 0 0 0 0 1
bln 0 0 0 0 1
ferrominera 0 0 0 0 1
156 0 0 0 0 1
204 0 0 0 0 2
laidlaw 0 0 0 0 13
linz 0 0 0 0 2
merx 0 0 0 0 2
handelsgesmbh 0 0 0 0 1
bionom 0 0 0 0 3
bsii 0 0 0 0 2
maui 0 0 0 0 1
pinappl 0 0 0 0 1
reassign 0 0 0 0 1
965 0 0 0 0 1
825 0 0 0 0 2
342 0 0 0 0 2
ldmfa 0 0 0 0 3
bayvet 0 0 0 0 1
mobay 0 0 0 0 3
intla 0 0 0 0 1
dexleigh 0 0 0 0 1
ptra 0 0 0 0 1
seaboard 0 0 0 0 1
seb 0 0 0 0 1
tek 0 0 0 0 2
ackerli 0 0 0 0 1
eac 0 0 0 0 3
galact 0 0 0 0 7
galcf 0 0 0 0 2
summitvil 0 0 0 0 3
dyke 0 0 0 0 1
amort 0 0 0 0 10
hrzb 0 0 0 0 1
gsw 0 0 0 0 1
navistar 0 0 0 0 9
nav 0 0 0 0 2
lennox 0 0 0 0 5
neil 0 0 0 0 1
springer 0 0 0 0 1
cot 0 0 0 0 1
carver 0 0 0 0 1
cavr 0 0 0 0 1
cistron 0 0 0 0 2
cist 0 0 0 0 1
baybank 0 0 0 0 1
bbnk 0 0 0 0 1
upen 0 0 0 0 1
agra 0 0 0 0 1
7p 0 0 0 0 1
10p 0 0 0 0 1
bracken 0 0 0 0 1
pkd 0 0 0 0 1
overfund 0 0 0 0 3
lifo 0 0 0 0 9
luca 0 0 0 0 7
halfyear 0 0 0 0 1
interco 0 0 0 0 3
steego 0 0 0 0 1
vacuum 0 0 0 0 3
ivac 0 0 0 0 2
paloma 0 0 0 0 1
plot 0 0 0 0 1
trustco 0 0 0 0 10
someday 0 0 0 0 1
cornelissen 0 0 0 0 12
1929 0 0 0 0 1
ambit 0 0 0 0 1
whet 0 0 0 0 1
239 0 0 0 0 4
savori 0 0 0 0 1
milln 0 0 0 0 1
miniscul 0 0 0 0 1
boast 0 0 0 0 1
knew 0 0 0 0 3
actitivi 0 0 0 0 1
arvin 0 0 0 0 8
496 0 0 0 0 1
581 0 0 0 0 1
473 0 0 0 0 1
122 0 0 0 0 2
222 0 0 0 0 1
906 0 0 0 0 1
524 0 0 0 0 2
209 0 0 0 0 2
131 0 0 0 0 1
heching 0 0 0 0 1
hech 0 0 0 0 1
479 0 0 0 0 5
ciot 0 0 0 0 1
captial 0 0 0 0 2
831 0 0 0 0 2
935 0 0 0 0 1
847 0 0 0 0 1
inp 0 0 0 0 3
ion 0 0 0 0 1
nonrecur 0 0 0 0 6
hssi 0 0 0 0 2
kiena 0 0 0 0 4
highveld 0 0 0 0 4
vanadium 0 0 0 0 3
raab 0 0 0 0 2
karcher 0 0 0 0 2
klau 0 0 0 0 2
giesel 0 0 0 0 1
unitil 0 0 0 0 1
utl 0 0 0 0 1
winland 0 0 0 0 1
compuscan 0 0 0 0 1
cscn 0 0 0 0 1
savoy 0 0 0 0 1
savo 0 0 0 0 1
invacar 0 0 0 0 5
ivcr 0 0 0 0 2
eqk 0 0 0 0 3
ekr 0 0 0 0 2
usp 0 0 0 0 2
uspt 0 0 0 0 1
villa 0 0 0 0 1
mfc 0 0 0 0 1
reilli 0 0 0 0 1
bqr 0 0 0 0 1
questech 0 0 0 0 1
qtec 0 0 0 0 1
aog 0 0 0 0 1
welltech 0 0 0 0 2
wanb 0 0 0 0 1
mccrann 0 0 0 0 3
kndr 0 0 0 0 2
polyethelen 0 0 0 0 2
resin 0 0 0 0 3
rockefel 0 0 0 0 2
rcp 0 0 0 0 1
telxon 0 0 0 0 5
txln 0 0 0 0 1
charm 0 0 0 0 2
shopp 0 0 0 0 2
chr 0 0 0 0 2
bfo 0 0 0 0 1
cramer 0 0 0 0 1
crmr 0 0 0 0 1
bowl 0 0 0 0 5
bwla 0 0 0 0 1
arundel 0 0 0 0 1
arl 0 0 0 0 1
lyonnais 0 0 0 0 4
scti 0 0 0 0 2
autrex 0 0 0 0 1
ivey 0 0 0 0 3
maytag 0 0 0 0 4
myg 0 0 0 0 1
krumm 0 0 0 0 1
galesburg 0 0 0 0 1
tote 0 0 0 0 4
lacr 0 0 0 0 1
repal 0 0 0 0 2
deltau 0 0 0 0 1
dlta 0 0 0 0 1
psnc 0 0 0 0 1
gottschalk 0 0 0 0 1
flo 0 0 0 0 3
ln 0 0 0 0 5
1130 0 0 0 0 1
590p 0 0 0 0 1
retrain 0 0 0 0 1
cont 0 0 0 0 5
ppc 0 0 0 0 2
pd 0 0 0 0 1
189 0 0 0 0 1
163 0 0 0 0 2
cbtf 0 0 0 0 1
hsa 0 0 0 0 1
whittar 0 0 0 0 1
dofascoxinc 0 0 0 0 1
investcorp 0 0 0 0 1
benn 0 0 0 0 1
marrel 0 0 0 0 1
juster 0 0 0 0 1
ahold 0 0 0 0 3
heijn 0 0 0 0 1
adtec 0 0 0 0 1
amsh 0 0 0 0 1
holzstoff 0 0 0 0 1
717 0 0 0 0 1
739 0 0 0 0 2
lilco 0 0 0 0 7
thoratec 0 0 0 0 1
karlheinz 0 0 0 0 1
kask 0 0 0 0 7
296 0 0 0 0 1
kraftwerk 0 0 0 0 1
890 0 0 0 0 2
mfgi 0 0 0 0 1
ameriana 0 0 0 0 1
asbi 0 0 0 0 1
bnbga 0 0 0 0 2
bltfx 0 0 0 0 1
bbusx 0 0 0 0 1
bulhx 0 0 0 0 1
pf 0 0 0 0 1
wanamak 0 0 0 0 1
renfrew 0 0 0 0 1
hmi 0 0 0 0 3
scr 0 0 0 0 2
sherwood 0 0 0 0 1
sherwoood 0 0 0 0 1
lease 0 0 0 0 1
ffom 0 0 0 0 1
operationg 0 0 0 0 1
mercuri 0 0 0 0 6
mcri 0 0 0 0 2
667 0 0 0 0 1
644 0 0 0 0 2
618 0 0 0 0 1
423 0 0 0 0 1
584 0 0 0 0 1
dli 0 0 0 0 1
milford 0 0 0 0 1
nmsb 0 0 0 0 1
reord 0 0 0 0 1
avial 0 0 0 0 1
copley 0 0 0 0 2
cop 0 0 0 0 2
smithklin 0 0 0 0 7
beckman 0 0 0 0 1
stragey 0 0 0 0 1
nonpharmaceut 0 0 0 0 1
antiulc 0 0 0 0 2
tagamet 0 0 0 0 3
wellcom 0 0 0 0 1
allergan 0 0 0 0 2
skin 0 0 0 0 2
nondilut 0 0 0 0 1
gavin 0 0 0 0 1
433 0 0 0 0 1
kline 0 0 0 0 3
plasminogen 0 0 0 0 1
373 0 0 0 0 1
ebright 0 0 0 0 1
equatori 0 0 0 0 14
equa 0 0 0 0 2
chemfix 0 0 0 0 3
cfix 0 0 0 0 2
scholast 0 0 0 0 1
schl 0 0 0 0 1
cfbi 0 0 0 0 1
kasler 0 0 0 0 2
kasl 0 0 0 0 2
ccab 0 0 0 0 1
abraham 0 0 0 0 1
strauss 0 0 0 0 1
preopen 0 0 0 0 1
sasl 0 0 0 0 1
imo 0 0 0 0 2
delav 0 0 0 0 2
imd 0 0 0 0 1
223 0 0 0 0 1
187 0 0 0 0 2
taylor 0 0 0 0 8
resturctur 0 0 0 0 1
571 0 0 0 0 2
199 0 0 0 0 1
unrestrict 0 0 0 0 1
melbourn 0 0 0 0 3
aap 0 0 0 0 2
sanf 0 0 0 0 1
dorn 0 0 0 0 2
vdc 0 0 0 0 2
abbett 0 0 0 0 7
ny 0 0 0 0 1
opoer 0 0 0 0 1
8p 0 0 0 0 2
befir 0 0 0 0 1
mbl 0 0 0 0 1
pkoh 0 0 0 0 1
superamerica 0 0 0 0 1
valvolin 0 0 0 0 1
wght 0 0 0 0 1
seqp 0 0 0 0 1
industi 0 0 0 0 1
zzzz 0 0 0 0 1
zbst 0 0 0 0 1
pharmacia 0 0 0 0 6
phab 0 0 0 0 2
adr 0 0 0 0 4
dvl 0 0 0 0 1
wk 0 0 0 0 2
jamesway 0 0 0 0 5
jmi 0 0 0 0 2
servotron 0 0 0 0 3
svt 0 0 0 0 2
mtp 0 0 0 0 1
essex 0 0 0 0 3
esex 0 0 0 0 1
eisenberg 0 0 0 0 2
rgi 0 0 0 0 1
dolr 0 0 0 0 2
upt 0 0 0 0 2
spilf 0 0 0 0 1
cl 0 0 0 0 2
pnbt 0 0 0 0 1
shoney 0 0 0 0 3
shon 0 0 0 0 3
ensourc 0 0 0 0 1
eee 0 0 0 0 1
coradian 0 0 0 0 2
cdin 0 0 0 0 2
alc 0 0 0 0 3
alcc 0 0 0 0 2
tranzon 0 0 0 0 1
tnz 0 0 0 0 1
lnsb 0 0 0 0 1
salant 0 0 0 0 6
qslt 0 0 0 0 2
obion 0 0 0 0 1
creditgor 0 0 0 0 1
dlrsd 0 0 0 0 1
credo 0 0 0 0 1
cred 0 0 0 0 1
publick 0 0 0 0 2
pul 0 0 0 0 2
nfg 0 0 0 0 2
walbro 0 0 0 0 5
walb 0 0 0 0 1
carburetor 0 0 0 0 1
throttl 0 0 0 0 2
cheroke 0 0 0 0 2
chke 0 0 0 0 2
gsu 0 0 0 0 2
lybrand 0 0 0 0 2
satat 0 0 0 0 1
alitalia 0 0 0 0 7
salad 0 0 0 0 1
thp 0 0 0 0 1
gull 0 0 0 0 1
gll 0 0 0 0 1
kiddi 0 0 0 0 1
kidd 0 0 0 0 1
corbi 0 0 0 0 3
powr 0 0 0 0 1
marcor 0 0 0 0 3
maar 0 0 0 0 1
jhsn 0 0 0 0 1
uil 0 0 0 0 2
noncash 0 0 0 0 3
minorco 0 0 0 0 7
mnrci 0 0 0 0 3
varlen 0 0 0 0 1
vrln 0 0 0 0 1
foxboro 0 0 0 0 1
pubco 0 0 0 0 9
pubo 0 0 0 0 2
hindustan 0 0 0 0 2
lever 0 0 0 0 2
uh 0 0 0 0 1
jucker 0 0 0 0 7
fco 0 0 0 0 1
artist 0 0 0 0 2
artg 0 0 0 0 1
trane 0 0 0 0 1
falkirk 0 0 0 0 1
peep 0 0 0 0 1
lpep 0 0 0 0 1
moniterm 0 0 0 0 1
mtrm 0 0 0 0 1
amtron 0 0 0 0 1
uhco 0 0 0 0 2
mpp 0 0 0 0 1
microdyn 0 0 0 0 1
mcdi 0 0 0 0 2
noel 0 0 0 0 2
nol 0 0 0 0 2
astec 0 0 0 0 1
etc 0 0 0 0 1
hnz 0 0 0 0 3
23rd 0 0 0 0 1
medtron 0 0 0 0 2
mdt 0 0 0 0 3
usacaf 0 0 0 0 3
usf 0 0 0 0 2
bindley 0 0 0 0 1
unreal 0 0 0 0 3
peop 0 0 0 0 2
megaphon 0 0 0 0 1
infl 0 0 0 0 1
vallen 0 0 0 0 1
valn 0 0 0 0 1
esi 0 0 0 0 2
natwest 0 0 0 0 1
rabo 0 0 0 0 1
lanschot 0 0 0 0 4
bankier 0 0 0 0 2
beleggingscompagni 0 0 0 0 1
verzekeringsgroep 0 0 0 0 1
tseng 0 0 0 0 6
tsng 0 0 0 0 2
costom 0 0 0 0 1
odsi 0 0 0 0 1
zenith 0 0 0 0 7
zen 0 0 0 0 2
cefadroxil 0 0 0 0 1
antibiot 0 0 0 0 1
aeg 0 0 0 0 1
hitherto 0 0 0 0 1
unforseen 0 0 0 0 1
pico 0 0 0 0 2
buehler 0 0 0 0 1
bulr 0 0 0 0 1
indqa 0 0 0 0 1
wsc 0 0 0 0 1
nvid 0 0 0 0 2
elcor 0 0 0 0 3
grubman 0 0 0 0 2
ringl 0 0 0 0 1
constitu 0 0 0 0 1
stricli 0 0 0 0 1
krueger 0 0 0 0 1
resrouc 0 0 0 0 1
extraordaini 0 0 0 0 1
ryk 0 0 0 0 1
cri 0 0 0 0 7
cii 0 0 0 0 2
brighton 0 0 0 0 1
meadow 0 0 0 0 3
ortoli 0 0 0 0 1
armand 0 0 0 0 1
guilbaud 0 0 0 0 2
crd 0 0 0 0 3
fgrp 0 0 0 0 1
hun 0 0 0 0 2
ncnb 0 0 0 0 1
recrod 0 0 0 0 2
dclare 0 0 0 0 1
mechtron 0 0 0 0 1
mcht 0 0 0 0 1
cetec 0 0 0 0 2
cec 0 0 0 0 2
cosmo 0 0 0 0 1
csmo 0 0 0 0 1
losss 0 0 0 0 1
503 0 0 0 0 1
tsang 0 0 0 0 3
mansion 0 0 0 0 3
flown 0 0 0 0 2
dragon 0 0 0 0 2
gainsco 0 0 0 0 1
amswa 0 0 0 0 2
srp 0 0 0 0 1
benguet 0 0 0 0 1
quadrex 0 0 0 0 1
quad 0 0 0 0 1
signtech 0 0 0 0 1
dmcb 0 0 0 0 1
homestead 0 0 0 0 5
hfl 0 0 0 0 1
neic 0 0 0 0 2
harman 0 0 0 0 1
hnh 0 0 0 0 1
mnh 0 0 0 0 1
angelica 0 0 0 0 1
wqith 0 0 0 0 1
ilfc 0 0 0 0 1
tcel 0 0 0 0 1
elxsi 0 0 0 0 1
elxsf 0 0 0 0 1
roadway 0 0 0 0 1
lser 0 0 0 0 1
ohsc 0 0 0 0 1
torchmark 0 0 0 0 2
tmk 0 0 0 0 1
debenur 0 0 0 0 1
britoil 0 0 0 0 3
kren 0 0 0 0 2
outgo 0 0 0 0 1
wmi 0 0 0 0 1
taro 0 0 0 0 1
vit 0 0 0 0 1
tarof 0 0 0 0 1
woodsid 0 0 0 0 7
starrett 0 0 0 0 1
chartwel 0 0 0 0 1
ctwl 0 0 0 0 1
vishay 0 0 0 0 3
vsh 0 0 0 0 1
intertechnolog 0 0 0 0 1
tock 0 0 0 0 1
southernnet 0 0 0 0 1
sout 0 0 0 0 1
doneg 0 0 0 0 3
dgic 0 0 0 0 2
startup 0 0 0 0 6
division 0 0 0 0 1
terrano 0 0 0 0 1
trno 0 0 0 0 1
lil 0 0 0 0 1
jamesport 0 0 0 0 1
jamestown 0 0 0 0 1
cimarron 0 0 0 0 1
xcel 0 0 0 0 1
novel 0 0 0 0 5
novl 0 0 0 0 3
kenca 0 0 0 0 1
ambj 0 0 0 0 1
pennwalt 0 0 0 0 1
psm 0 0 0 0 1
hurco 0 0 0 0 1
hurc 0 0 0 0 1
faaa 0 0 0 0 1
258 0 0 0 0 2
696 0 0 0 0 1
reintegr 0 0 0 0 1
jp 0 0 0 0 1
stn 0 0 0 0 2
ry 0 0 0 0 1
brennan 0 0 0 0 8
untap 0 0 0 0 1
eqt 0 0 0 0 1
graem 0 0 0 0 1
odger 0 0 0 0 5
downbeat 0 0 0 0 1
248p 0 0 0 0 1
augar 0 0 0 0 2
smin 0 0 0 0 1
fg 0 0 0 0 1
poco 0 0 0 0 1
baltek 0 0 0 0 1
btek 0 0 0 0 1
notel 0 0 0 0 3
essxa 0 0 0 0 1
miltop 0 0 0 0 1
milt 0 0 0 0 1
belden 0 0 0 0 1
blake 0 0 0 0 1
bbe 0 0 0 0 1
writdown 0 0 0 0 1
ael 0 0 0 0 1
aelna 0 0 0 0 1
elisra 0 0 0 0 1
alx 0 0 0 0 2
fuer 0 0 0 0 4
gemeinwirtschaft 0 0 0 0 3
bsv 0 0 0 0 2
fueer 0 0 0 0 1
sparanlagen 0 0 0 0 2
vermoegensbildung 0 0 0 0 2
lind 0 0 0 0 8
dvfa 0 0 0 0 2
fuqua 0 0 0 0 1
fqa 0 0 0 0 1
prtax 0 0 0 0 1
posttax 0 0 0 0 4
lfio 0 0 0 0 1
esquir 0 0 0 0 1
ee 0 0 0 0 1
mcgrath 0 0 0 0 2
rentcorp 0 0 0 0 2
mgrc 0 0 0 0 1
chjang 0 0 0 0 1
gaion 0 0 0 0 1
nbd 0 0 0 0 2
porsch 0 0 0 0 15
schutz 0 0 0 0 4
grey 0 0 0 0 1
branitzki 0 0 0 0 2
weissach 0 0 0 0 1
wilton 0 0 0 0 1
wltn 0 0 0 0 1
electrochem 0 0 0 0 1
pke 0 0 0 0 1
vet 0 0 0 0 2
booth 0 0 0 0 1
bcmp 0 0 0 0 1
nme 0 0 0 0 1
unqualifi 0 0 0 0 2
td 0 0 0 0 2
levitt 0 0 0 0 1
lvt 0 0 0 0 1
marsh 0 0 0 0 1
mclennan 0 0 0 0 1
kurzweil 0 0 0 0 4
kurm 0 0 0 0 2
music 0 0 0 0 4
cpb 0 0 0 0 1
fff 0 0 0 0 2
dranetz 0 0 0 0 1
dran 0 0 0 0 1
sentri 0 0 0 0 1
lakontek 0 0 0 0 1
ni 0 0 0 0 2
bailli 0 0 0 0 2
tc 0 0 0 0 2
cognitron 0 0 0 0 1
cgn 0 0 0 0 1
sssl 0 0 0 0 1
ear 0 0 0 0 1
margaux 0 0 0 0 2
margx 0 0 0 0 2
tue 0 0 0 0 1
opp 0 0 0 0 1
carrizo 0 0 0 0 1
forfiet 0 0 0 0 1
egan 0 0 0 0 4
umbrella 0 0 0 0 1
luxuri 0 0 0 0 3
591p 0 0 0 0 1
611p 0 0 0 0 1
rsi 0 0 0 0 2
rsic 0 0 0 0 1
202 0 0 0 0 1
toot 0 0 0 0 1
mkor 0 0 0 0 1
prudent 0 0 0 0 2
boveri 0 0 0 0 4
payer 0 0 0 0 1
respectivley 0 0 0 0 1
towl 0 0 0 0 2
qtow 0 0 0 0 2
qmed 0 0 0 0 1
internm 0 0 0 0 1
codenol 0 0 0 0 1
codn 0 0 0 0 1
polyurethan 0 0 0 0 1
sjr 0 0 0 0 1
extraordainri 0 0 0 0 1
mirton 0 0 0 0 1
sterivet 0 0 0 0 4
stvtf 0 0 0 0 2
schweizerhal 0 0 0 0 2
541 0 0 0 0 2
529 0 0 0 0 2
somehow 0 0 0 0 1
sthf 0 0 0 0 1
blasiu 0 0 0 0 1
bla 0 0 0 0 1
dpcz 0 0 0 0 1
sigi 0 0 0 0 1
zier 0 0 0 0 6
annal 0 0 0 0 1
immunolog 0 0 0 0 1
genzym 0 0 0 0 1
genz 0 0 0 0 1
teq 0 0 0 0 1
cloth 0 0 0 0 2
egl 0 0 0 0 1
advo 0 0 0 0 2
aequitron 0 0 0 0 3
aqtn 0 0 0 0 2
boulder 0 0 0 0 1
381 0 0 0 0 1
506 0 0 0 0 4
452 0 0 0 0 4
comstock 0 0 0 0 1
cstk 0 0 0 0 1
noma 0 0 0 0 1
recoton 0 0 0 0 1
rcot 0 0 0 0 1
hsi 0 0 0 0 2
hrb 0 0 0 0 1
bloch 0 0 0 0 5
buchbind 0 0 0 0 2
ir 0 0 0 0 5
earner 0 0 0 0 3
braatz 0 0 0 0 2
bang 0 0 0 0 2
buck 0 0 0 0 1
madison 0 0 0 0 1
hlt 0 0 0 0 2
mottek 0 0 0 0 1
natt 0 0 0 0 1
commtron 0 0 0 0 1
cmr 0 0 0 0 1
southlif 0 0 0 0 1
slhc 0 0 0 0 1
bown 0 0 0 0 2
bne 0 0 0 0 1
hyponex 0 0 0 0 1
hypx 0 0 0 0 1
oxoco 0 0 0 0 1
dst 0 0 0 0 2
ranchmen 0 0 0 0 1
df 0 0 0 0 3
mcr 0 0 0 0 2
qualfi 0 0 0 0 1
undivid 0 0 0 0 1
tsai 0 0 0 0 4
musicland 0 0 0 0 1
boyd 0 0 0 0 1
feloni 0 0 0 0 1
unquantifi 0 0 0 0 1
ayp 0 0 0 0 1
hooper 0 0 0 0 1
sherlock 0 0 0 0 1
hoop 0 0 0 0 1
rwev 0 0 0 0 1
nca 0 0 0 0 1
ncac 0 0 0 0 1
gendi 0 0 0 0 1
anita 0 0 0 0 3
sar 0 0 0 0 2
grassgreen 0 0 0 0 1
greengrass 0 0 0 0 1
rcm 0 0 0 0 1
rcmt 0 0 0 0 1
abz 0 0 0 0 2
mcrae 0 0 0 0 2
enseco 0 0 0 0 1
ncco 0 0 0 0 1
wessanen 0 0 0 0 6
koninklijk 0 0 0 0 4
gerrit 0 0 0 0 1
driel 0 0 0 0 11
cashflow 0 0 0 0 1
chees 0 0 0 0 2
lifi 0 0 0 0 2
quartger 0 0 0 0 1
ducommon 0 0 0 0 1
ctyn 0 0 0 0 1
vlvl 0 0 0 0 1
twmc 0 0 0 0 1
premdor 0 0 0 0 4
nucm 0 0 0 0 1
advc 0 0 0 0 1
nsp 0 0 0 0 1
biomed 0 0 0 0 3
bimd 0 0 0 0 1
strober 0 0 0 0 1
strb 0 0 0 0 1
floatat 0 0 0 0 1
ppi 0 0 0 0 1
eg 0 0 0 0 1
jewel 0 0 0 0 3
kji 0 0 0 0 1
txu 0 0 0 0 1
fuji 0 0 0 0 1
3nd 0 0 0 0 1
mocon 0 0 0 0 1
denpac 0 0 0 0 1
dnpc 0 0 0 0 1
ryland 0 0 0 0 1
ryl 0 0 0 0 1
angu 0 0 0 0 3
953 0 0 0 0 5
niall 0 0 0 0 1
fitzgerald 0 0 0 0 1
lipton 0 0 0 0 1
margarin 0 0 0 0 1
surf 0 0 0 0 1
tree 0 0 0 0 2
gnt 0 0 0 0 2
dep 0 0 0 0 1
depc 0 0 0 0 1
swl 0 0 0 0 2
ltx 0 0 0 0 1
ltxx 0 0 0 0 1
gldc 0 0 0 0 1
cornerston 0 0 0 0 1
finan 0 0 0 0 1
cstn 0 0 0 0 1
riversid 0 0 0 0 1
rsgi 0 0 0 0 1
gruop 0 0 0 0 1
reut 0 0 0 0 2
esx 0 0 0 0 1
33p 0 0 0 0 3
38p 0 0 0 0 3
bluefield 0 0 0 0 2
bfld 0 0 0 0 1
telecredit 0 0 0 0 1
tcrd 0 0 0 0 1
basf 0 0 0 0 17
inmont 0 0 0 0 1
acryl 0 0 0 0 1
freeport 0 0 0 0 1
refit 0 0 0 0 1
durham 0 0 0 0 3
geismar 0 0 0 0 1
amin 0 0 0 0 1
polytetrahydrofuran 0 0 0 0 1
tetrahydrofuran 0 0 0 0 1
wern 0 0 0 0 1
reckitt 0 0 0 0 2
colman 0 0 0 0 2
btcu 0 0 0 0 1
cucd 0 0 0 0 1
gca 0 0 0 0 2
qchr 0 0 0 0 1
bush 0 0 0 0 2
bsh 0 0 0 0 1
mlnprofit 0 0 0 0 1
bacon 0 0 0 0 1
qrtz 0 0 0 0 1
rsch 0 0 0 0 1
reprograph 0 0 0 0 2
repro 0 0 0 0 2
brine 0 0 0 0 2
weisfield 0 0 0 0 2
axe 0 0 0 0 1
cra 0 0 0 0 16
uam 0 0 0 0 1
cmic 0 0 0 0 1
argo 0 0 0 0 2
accrual 0 0 0 0 3
wausau 0 0 0 0 1
wsau 0 0 0 0 1
